voter,name,votes,first_vote,latest_vote,avg_weight,num_delegated,percentage_delegated,num_dao_votes,total_gitcoin_donations,dex_trades_l60d,nft_mints_l60d,nfts_sold_l60d,nfts_bought_l60d,num_proposals,voting_frequency_ratio
0xf66313c8ce5ff2b4712001952674530960f9632a,ethecosystem.eth,53,2023-02-19,2024-08-25,420.81,301.31362101556545,3.2698174011465027e-06,0,23.05880366999999,6,1,0,0,0,0.0005979959840641
0xd23199f1222c418ffc74c385171330b21b16e452,sugma.eth,49,2023-02-11,2024-08-27,232492.68,154896.8086760116,0.0016809206257712,0,16.6240875,34,2,0,6,0,0.0003884427538163
0x7bf1b1f18f16a64c5e85da978076799d8f44622b,susanoonomikoto.eth,47,2023-03-28,2024-08-22,597.51,1127.4272458460064,1.2234698234247796e-05,0,0.0,3,2,0,0,0,0.0003336593434158
0xe8e50fd0fd080573e80777eb5468b6200711db36,gunshin.eth,47,2023-03-29,2024-08-22,1986.41,5517.582988008769,5.987611448049668e-05,0,0.0,2,2,0,0,0,0.0004446780686318
0x4bb12cc382e36b4b6faf7bdca7708969aed258ef,alphadrops.eth,47,2023-02-12,2024-08-28,4279.13,3570.513306550901,3.874675994213405e-05,1,6.9448909075,25,93,1,1,0,0.0003655905401371
0x5ff817a31c03828c9f8995fc8b70b2eab5e59acc,liniyas.eth,46,2023-02-11,2024-07-17,4256.08,2571.611677652116,2.790680548804018e-05,14,0.0,0,8,0,0,0,0.0003670892433206
0x80cdc32eb10f4ceb0990f6622b7d0e21b06ec5f4,sarutahikonomikoto.eth,46,2023-03-29,2024-08-22,720.93,1393.1728920255398,1.5118536459775182e-05,0,0.0,7,2,0,0,0,0.0003856920222969
0xcbbb810aad387945eb1e32faa2c0c467e7b625d2,rosette093510.eth,46,2023-02-11,2024-08-28,1128.56,517.2692310886772,5.6133404364220696e-06,7,0.0,2,3,0,0,0,0.0003307328953268
0x25268869efc127aaf837486365733332abf06dbe,amanouzume.eth,45,2023-03-28,2024-08-22,632.42,1337.311198099214,1.451233240486993e-05,0,0.0,4,1,0,0,0,0.000299444251776
0x2ea5e9e452f85f55be47504153f25740a5f3d78a,archer36159.eth,45,2023-02-11,2024-08-28,8949.09,1924.99630760594,2.088981707012677e-05,26,54.23879533333335,1,14,0,0,0,0.0003677110429655
0xc026400b91a83ba6147bb4eaef6b86fac685dca8,okuninushinomikoto.eth,45,2023-03-28,2024-08-22,865.87,1575.4433167302598,1.7096512113199324e-05,0,0.0,4,1,0,0,0,0.0003623958833308
0x1e957a10796552cbd7d5c31439a5e8345db569a4,<nil>,45,2023-02-10,2024-08-23,158.55,176.92148964167123,1.9199296849484704e-06,3,0.0,1,24,50,46,0,0.0004043139415845
0x69a21c190aebab0bf16ed3a0091ae07811ea8fc8,<nil>,45,2023-10-13,2024-08-26,12.17,20.290859156175586,0.0,0,0.0,17,70,2,1,0,0.0008381186522798
0x25f9278827072c1f3e66bb115acecb35ee33da12,yamatotakerunomikoto.eth,44,2023-03-28,2024-08-22,650.66,1211.267024282438,1.3144516932505547e-05,2,0.0,4,2,0,0,0,0.0002974386440969
0xe99284ca6742f3d539da5e7407997744059bd620,<nil>,44,2023-02-12,2024-08-23,98.8,207.5054958747223,2.2518234620719325e-06,0,0.0,28,172,0,1,0,0.0003017806174691
0x6d3073bdd95de872085632145d2fcb67c0f643e0,<nil>,44,2023-02-19,2024-08-24,17.73,0.0,0.0,0,0.0,3,1,0,0,0,0.0004804073148552
0x2a20d3697bd20e607589a4536cab599e56f2b355,kurodakanbei.eth,44,2023-03-30,2024-08-22,727.81,1418.3686843771225,1.5391958019640952e-05,0,0.0,3,2,0,0,0,0.0003717395360752
0x4f41877773e44f2275da1942fee898556821bf66,jackanorak.eth,44,2023-03-24,2024-08-27,1375468.62,1863382.6754320192,0.0202211937070305,0,0.0,0,1,0,0,0,0.0002784167211216
0x5d350ab034c774acf188a8b11215a5128e1f4044,ogurioguri.eth,44,2023-03-28,2024-08-22,777.7,1495.9062660188763,1.6233386073376124e-05,0,0.0,3,2,0,0,0,0.0003075851885142
0x133a77fc7e4ae66b946f580ed22f16139690e1a8,daruchan.eth,43,2023-03-28,2024-08-22,683.16,1348.9400644682391,1.4638527395593835e-05,0,0.0,4,2,0,0,0,0.000335088090136
0x429f9ada43e9f345cbb85ec88681bb70df808892,polynya.eth,43,2023-02-14,2024-08-24,3770013.71,3405297.2168622725,0.0369538557807076,0,0.0,0,10,0,0,0,0.0003000961071801
0xc1e93900cbeff72fbda464649f6872d20acd762d,<nil>,43,2023-04-05,2024-08-23,11.01,50.51940002419538,0.0,0,0.0,1,0,0,0,0,0.0003080545306003
0xfe650e681f31439f0783cb8e31ff1816c653730e,ebisuten.eth,43,2023-03-29,2024-08-22,702.21,1408.7506642596434,1.5287584478747872e-05,0,0.0,6,2,0,0,0,0.0003187023739723
0x2d054602f39ee2285fdde7300753e9484d42adbd,cantopop.eth,43,2023-02-12,2024-06-16,7638.96,8661.715467000487,9.399584347471272e-05,2,5.675763327500001,1,20,0,0,0,0.0002416929396589
0x2322dab459f349aace77b530a0c14198cb66d9b5,konohanasakuyahime.eth,43,2023-03-29,2024-08-22,715.99,1437.8463786360269,1.5603327500407594e-05,0,0.0,4,1,0,0,0,0.0002752578260683
0x5584cf54ade7c81ab6d6bc870c714f87fc0a7721,milan1899.eth,43,2023-03-27,2024-08-22,3368.64,3385.1311862105376,3.673501656024744e-05,2,0.0,14,16,0,0,0,0.000335088090136
0x767a60f295aedd958932088f9cd6a4951d8739b6,mozuku.eth,43,2023-02-12,2024-08-25,1332.06,1183.4413982327726,1.284255674913139e-05,27,2.152612481249999,34,453,0,1,0,0.0002948556494971
0x1538bee8f8352d0b1456293234a7f54a2358e540,niniginomikoto.eth,43,2023-03-29,2024-08-22,668.22,1349.2918250548064,1.4642344657100695e-05,0,0.0,5,1,0,0,0,0.0003256662988913
0x7e236e03634b97bdc42169d7cdec6c3282a428f3,ozakiyutaka.eth,43,2023-03-28,2024-08-22,728.41,1433.6816125408618,1.5558131984175114e-05,0,0.0,6,2,0,0,0,0.0003394426570458
0xd169cdee7cbe944345ac9e20cc8e7d042098a3cb,<nil>,42,2023-02-13,2024-08-24,28.21,10.0,0.0,0,0.0,4,2,0,0,0,0.0002752303138175
0xe93d59cc0bcecfd4ac204827ef67c5266079e2b5,404gov.eth,42,2023-02-17,2024-08-27,1000530.95,1031583.1008153429,0.0111946096641957,24,0.0,1,2,0,0,0,0.0002615064931749
0x947e92e93c0fb4bcf3a69e5b6ee62c2f5ea98cac,<nil>,42,2023-02-19,2024-08-24,16.89,0.0,0.0,0,0.0,1,1,0,0,0,0.0003772890250179
0x34758cc1a7ecd316333f9d6c54b5e82615ab4ba3,alphonse001005.eth,42,2023-02-11,2024-08-28,1183.83,516.3405460951534,5.603262464036444e-06,8,0.0,0,3,0,0,0,0.0003231091657774
0xf04092d1e7b36227d8348783a95cca4077c9436d,angrycat369.eth,42,2023-02-14,2024-08-23,10.4,13.387880703945012,0.0,0,0.0,12,85,0,0,0,0.000243984671217
0x0235f081846a61090e30f975a6d84487a40426e8,<nil>,42,2023-02-19,2024-08-23,16.81,0.0,0.0,0,0.0,1,2,0,0,0,0.0004084655801393
0x3cba236140236da915c611922af2dea101ad26e7,nhatvinh.eth,42,2023-02-10,2024-08-27,1336.9,2011.8138631746172,2.183195023014346e-05,11,29.07196166666666,6,8,0,0,0,0.000243984671217
0x1d1a13b16667c284b87de62caeeff0ce89e342b2,stablenodegov.eth,42,2023-02-18,2024-08-27,69149.81,58681.66863131114,0.0006368060646321,0,0.0,0,1,0,0,0,0.000268881495443
0xfb53435c0ea6bf8b0feef1f48a4a745734951cf5,<nil>,42,2023-02-19,2024-08-24,16.93,0.0,0.0,0,0.0,0,1,0,0,0,0.0004188302545104
0x75536cf4f01c2bfa528f5c74ddc1232db3af3ee5,katiegarcia.eth,42,2023-03-24,2024-08-23,1144062.17,994266.9832661224,0.010789659864401,0,0.0,0,1,0,0,0,0.0002875136350002
0x0331969e189d63fbc31d771bb04ab44227d748d8,butterbum.eth,42,2023-02-13,2024-08-26,128089.59,147782.07598675354,0.0016037124442312,0,0.0,0,9,0,12,0,0.0002698776702642
0x1de2a056508e0d0dd88a88f1f5cdf9cfa510795c,hailvitalik.eth,42,2023-02-13,2024-06-18,102976.21,113915.81718270126,0.0012362000763004,0,0.0,0,0,0,0,0,0.0002420629336879
0x0d6ebe4e739c10bc041a703ddd84f2632ff4d0f8,<nil>,42,2023-03-25,2024-08-23,8.7,53.36656225234276,0.0,0,0.0,0,0,0,0,0,0.0002970930606427
0x94db037207f6fb697dbd33524aadffd108819dc8,joxes.eth,42,2023-02-11,2024-08-28,586720.61,1266420.0040407388,0.0137430301106716,0,0.0,0,1,0,0,0,0.000268881495443
0x5a873dac660ab965afe6146710b5c694ac936aec,<nil>,41,2023-02-19,2024-08-24,16.66,0.0,0.0,0,0.0,1,0,0,0,0,0.0003137976725251
0x6d29f66c309061d184ae926a289f5a39fe454fec,<nil>,41,2023-04-04,2024-08-24,6.72,57.83263017117716,0.0,0,0.0,2,1,0,0,0,0.000288029909329
0x3e5b70120fc8b7a4cd832b75a70676227807dcb9,<nil>,41,2023-03-27,2024-08-25,7.02,68.0363433183769,0.0,0,0.0,1,0,0,0,0,0.0002891027129827
0xb608b804e88d9aa12d3fb1062a07eafe87030884,<nil>,41,2023-03-27,2024-08-25,6.69,55.7571269452965,0.0,0,0.0,1,0,0,0,0,0.0002891027129827
0xec235c9af54a701842e9b9386cf681e5047d05cb,<nil>,41,2023-03-27,2024-08-24,29.66,53.03893920333721,0.0,0,0.0,3,1,0,0,0,0.0002891027129827
0x2c526aa35822e9b8691b23659c0103fdd7cd0a36,<nil>,41,2023-03-27,2024-08-24,9.96,52.9826910092711,0.0,0,0.0,0,1,0,0,0,0.0002891027129827
0x509979427dc796c820937e455a0d8764cdad0a28,<nil>,41,2023-03-27,2024-08-23,6.38,59.45038523415191,0.0,0,0.0,0,0,0,0,0,0.0002891027129827
0x21143391d6c4043d0a3fb2de02fc051c70c5ab78,<nil>,41,2023-03-26,2024-08-23,12.54,54.12702736351353,0.0,0,0.0,0,0,0,0,0,0.0002891027129827
0x9825639a45d1e612d14c015231e58d724f7af922,<nil>,41,2023-04-04,2024-08-24,10.12,57.14909712378817,0.0,0,0.0,1,1,0,0,0,0.000288029909329
0x1a17f1c156ec3ec1fd8e60c067967695f02fad68,<nil>,41,2023-03-25,2024-08-23,24.54,59.09391349824501,0.0,0,0.0,0,0,0,0,0,0.0002891027129827
0x8b1dfbc83fd00641cb5163697b44a4fc2bc8f6c9,<nil>,41,2023-04-05,2024-08-23,7.54,53.43436248328259,0.0,0,0.0,0,0,0,0,0,0.000288029909329
0x18ad53f4364f0cf6b35d8b8628b346576a8c653d,<nil>,41,2023-03-26,2024-08-24,18.27,59.67067287185024,0.0,0,0.0,0,1,0,0,0,0.0002891027129827
0xde770791fce3dcdb7378ad70ea67a878380b7fdc,<nil>,41,2023-04-03,2024-08-24,8.11,64.40060995148256,0.0,0,0.0,0,1,0,0,0,0.000288029909329
0xf4b0556b9b6f53e00a1fdd2b0478ce841991d8fa,olimpio.eth,41,2023-02-12,2024-08-23,2203579.89,2612653.162803083,0.0283521825070518,0,21.563445712500005,1,9,0,0,0,0.0002764663069836
0xc551bd0275f187ce742f23dafcb9ef31ee82b836,<nil>,41,2023-04-03,2024-08-23,9.68,58.90120642982604,0.0,0,0.0,1,0,0,0,0,0.000288029909329
0xf4fd18b7e39c850d24040182231ea7c1c948043e,<nil>,41,2023-02-19,2024-08-24,24.08,0.0,0.0,0,0.0,0,1,0,0,0,0.0003616444693233
0x04136bf7c34b0e34652729ede6ab498590d67cf6,<nil>,41,2023-03-25,2024-08-25,11.77,51.4450163539337,0.0,0,0.0,0,0,0,0,0,0.0002891027129827
0xe327b34d8d756d70596a82064bb663ccdb0c6cde,<nil>,41,2023-03-26,2024-08-25,13.3,52.79375652877175,0.0,0,0.0,2,0,0,0,0,0.0002891027129827
0x6634a177d887431c922e65eeb2e20a3e3429e174,<nil>,41,2023-04-03,2024-08-24,6.03,59.89013158359426,0.0,0,0.0,2,1,0,0,0,0.000288029909329
0xf313ddb7cbd761657f7582545a417dccd7566a57,<nil>,41,2023-04-03,2024-08-23,296.05,192.20673703197235,2.085803261221525e-06,0,0.0,3,0,0,0,0,0.000288029909329
0xf253befbd3cf5a5d200e7b0b96ea019ded1ee988,<nil>,41,2023-03-28,2024-08-24,5.02,53.96268855843334,0.0,0,0.0,2,1,0,0,0,0.0002891027129827
0xfad9951ee5dc99ec048c3207ac3db9314b1b3a96,0xguest.eth,41,2023-02-11,2024-08-23,94.34,125.94210818577736,1.366707869013518e-06,0,0.0,0,2,0,0,0,0.0002804844084636
0x0ab5919d06f53ebfd62ae90d3eead0c106d04a3d,<nil>,41,2023-03-26,2024-08-24,18.47,67.30403709382969,0.0,0,0.0,2,1,0,0,0,0.0002891027129827
0xecd02810db92ff027ea1b0850d46bda963676d74,hashigo.eth,41,2023-04-28,2024-08-25,2284.51,6038.8604662001135,6.553295190879129e-05,69,30.8370825,16,8,0,0,0,0.0003013234267637
0xf31bee2973cf710fd0f359daa836af4beafcad20,<nil>,41,2023-03-26,2024-08-25,10.95,51.33535775577369,0.0,0,0.0,1,0,0,0,0,0.0002891027129827
0x2a37eb50b76b201f2b147f24b15fbae1bec0d833,<nil>,41,2023-03-26,2024-08-24,20.54,51.318607564556665,0.0,0,0.0,0,1,0,0,0,0.0002891027129827
0x84f39965c3c1edd3b5349fa2a0dfe0442e507802,<nil>,41,2023-02-19,2024-08-27,16.9,0.0,0.0,0,0.0,0,2,0,0,0,0.0004060953165186
0xf5f1ac04971ac8a2a547ea6310b9362c8e30ce40,<nil>,41,2023-02-19,2024-08-24,19.78,0.0,0.0,0,0.0,0,0,0,0,0,0.0004004146722832
0xad0011d903e33b5e335e70f9c5112608bca6a4ac,<nil>,41,2023-03-26,2024-08-23,7.68,59.14479662603984,0.0,0,0.0,0,0,0,0,0,0.0002891027129827
0x96d2477ec9aa2926f514bbf56c93503a5b15b665,<nil>,41,2023-04-04,2024-08-24,5.56,51.7449607913078,0.0,0,0.0,0,2,0,0,0,0.000288029909329
0x96ec9cfbefd39e13ffbdb4e7291f01e9be877805,<nil>,41,2023-04-04,2024-08-24,7.39,52.538905432998526,0.0,0,0.0,0,1,0,0,0,0.000288029909329
0xd34351cb9621c826efc91b8d1330d57ff5db92cc,<nil>,41,2023-03-30,2024-08-24,28.19,60.06375540280013,0.0,0,0.0,0,1,0,0,0,0.0002891027129827
0x7e2061a11b168954a960fa0426c9ee63f3c7a645,<nil>,41,2023-04-03,2024-08-24,7.47,58.86671949591942,0.0,0,0.0,0,1,0,0,0,0.000288029909329
0xf1e5b9cbc78c3905dc79d5c9e0792f17ca945fcc,<nil>,41,2023-03-25,2024-08-23,19.34,58.51525850930884,0.0,0,0.0,0,1,0,0,0,0.0002891027129827
0x617e3a2a086bb0c4983f8e0e2ff93318496bb3d7,<nil>,41,2023-03-26,2024-08-23,5.28,51.73003236965728,0.0,0,0.0,1,0,0,0,0,0.0002891027129827
0x432e04a7161ec22c7cae102e89e356170fc05268,areint.eth,41,2023-04-04,2024-08-23,915.23,200.46399960730105,2.1754100329421127e-06,0,4.416402499999999,4,0,0,0,0,0.000288029909329
0xb5ce52f84f448138ab596e85f5429b459f895629,<nil>,41,2023-03-26,2024-08-23,7.67,50.7857237763362,0.0,0,0.0,0,0,0,0,0,0.0002891027129827
0x433ba350818fd652cdbe880d3f303156551e9b09,<nil>,41,2023-03-25,2024-08-23,5.67,52.743308610948105,0.0,0,0.0,0,0,0,0,0,0.0002891027129827
0xca0e7e544f21d3197c7c02d4ca591e7280312181,<nil>,41,2023-03-26,2024-08-24,4.25,55.69013113135368,0.0,0,0.0,0,1,0,0,0,0.0002891027129827
0xa96a36d9635fd4b4d01366946be46188e1a0f218,<nil>,41,2023-04-04,2024-08-24,8.39,58.26307438376746,0.0,0,0.0,2,1,0,0,0,0.000288029909329
0x286fa92cd3bb618d30496faf8f087f5c8302ad19,<nil>,41,2023-04-02,2024-08-24,5.93,52.90511876204733,0.0,0,0.0,0,1,0,0,0,0.000288029909329
0x0b04bedca4d6e6843568094d98f8d49d4b5f7ccc,<nil>,41,2023-02-13,2024-08-27,1468.45,7024.96178539,7.623399901682775e-05,0,0.0,0,1,0,0,0,0.0002686443866923
0x0ef1c589dbc036b700c4788eb1b453dfdb087177,<nil>,41,2023-04-03,2024-08-23,6.37,58.07618898181989,0.0,0,0.0,1,0,0,0,0,0.000288029909329
0xc06d9c65ac1d249b4eca48c1851ebe6444ac5b8b,<nil>,41,2023-03-25,2024-08-23,8.0,54.9898282279958,0.0,0,0.0,1,0,0,0,0,0.0002891027129827
0x05f125bcec1b50b93980a65492b9507209470e31,<nil>,41,2023-04-04,2024-08-24,18.38,52.952910738764686,0.0,0,0.0,0,1,0,0,0,0.000288029909329
0x1984102bf07fe6698a32cc9d42cbc98b474ea8b1,<nil>,41,2023-04-03,2024-08-24,12.02,51.08324185555209,0.0,0,0.0,0,1,0,0,0,0.000288029909329
0x44c77f9a8c52a023e594bdf780e2e61529f2607e,esozoi.eth,41,2023-03-25,2024-08-23,31.19,50.11410741054161,0.0,0,0.0,0,1,0,0,0,0.0002891027129827
0xe05021c6c2e5084c34748f1e5bb44602bec68473,<nil>,41,2023-04-02,2024-07-15,19.71,0.0,0.0,0,0.0,1,0,0,0,0,0.0003266844076065
0xd52b36aa23cdd2fac1d9cdb3acc642c2094c94f8,<nil>,41,2023-03-25,2024-08-23,8.01,56.15024108528568,0.0,0,0.0,2,0,0,0,0,0.0002891027129827
0xd395fc37824481a48ebc129e678e1d3903d27e97,<nil>,41,2023-03-27,2024-08-25,7.0,58.48545015491369,0.0,0,0.0,2,0,0,0,0,0.0002891027129827
0x9274ffa0d904d8fbf0f0854282a8c67cbb9ddf9d,<nil>,41,2023-04-04,2024-08-23,118.71,136.15448740745632,1.4775313199202651e-06,0,0.0,0,0,0,0,0,0.000288029909329
0x0bbbe5c8f51781047e2326c352d3c07661507e1c,<nil>,41,2023-02-19,2024-08-23,22.02,0.0,0.0,0,0.0,0,3,0,0,0,0.0004060953165186
0xc36b8f037d7de392cb29d266ef557c30cd6e4815,<nil>,41,2023-04-04,2024-08-24,11.5,64.68077363833397,0.0,0,0.0,2,1,0,0,0,0.000288029909329
0xf00b97f41074be7549a87bb9bce806219b521d94,<nil>,41,2023-03-26,2024-08-23,6.16,75.6716627812131,0.0,0,0.0,1,0,0,0,0,0.0002891027129827
0x18f44d315cda225ca041ee4bfb4c64b851850d19,<nil>,41,2023-04-04,2024-08-24,17.45,51.30389604002984,0.0,0,0.0,0,1,0,0,0,0.000288029909329
0xdcd29c3fd28b5c847bf513425cdd237b30e2dd4c,<nil>,41,2023-03-27,2024-08-23,7.64,65.476670140452,0.0,0,0.0,2,0,0,0,0,0.0002891027129827
0xdede33b53855e1f4e84a171211460f88ab6938b4,<nil>,40,2023-02-19,2024-08-24,15.57,0.0,0.0,0,0.0,2,3,0,0,0,0.0003938467104269
0xca0fb6ddb5d136e416a56c3de6a3297fcf19e92e,<nil>,40,2023-04-03,2024-06-15,9.78,0.0,0.0,0,0.0,1,0,0,0,0,0.0002699873294556
0x434d2c1e911c2376c9ed838239f32dfcefb3a8b8,<nil>,40,2023-04-02,2024-06-15,13.97,0.0,0.0,0,0.0,0,0,0,0,0,0.0002699873294556
0xb0cc8402932f0ab2695cdb43275fa6c59f0ed4fa,<nil>,40,2023-04-02,2024-06-17,4.37,0.0,0.0,0,0.0,0,0,0,0,0,0.0002699873294556
0xbfd8f8b873cacb59832b28f29d37247fe3ef3976,<nil>,40,2023-03-25,2024-06-15,14.26,0.0,0.0,0,0.0,1,0,0,0,0,0.0002711495334137
0x975ab112e98d1b160501e14c8e3f24f2c1c6fc0a,<nil>,40,2023-04-03,2024-06-17,8.14,0.0,0.0,0,0.0,0,0,0,0,0,0.0002699873294556
0x6e848eae0a4acaea5a33dcc76d6b3bec0250f8aa,lvga.eth,40,2023-03-27,2024-08-22,314.3,520.170810576379,5.644828010955606e-06,0,0.0,0,8,0,0,0,0.0002876788876464
0x27cc80139a47fcf089fc560992c2400b603dbed8,<nil>,40,2023-03-26,2024-06-16,6.21,0.0,0.0,0,0.0,0,0,0,0,0,0.0002711495334137
0xee288137d0c0f1b61d6a17798cd309ab009d2856,<nil>,40,2023-02-19,2024-08-23,16.61,0.0,0.0,0,0.0,0,1,0,0,0,0.0003590371793405
0x6bd7fbe23cd34c906d81f302c4d8b30fa64a3728,<nil>,40,2023-02-19,2024-08-26,15.8,0.0,0.0,0,0.0,0,2,0,0,0,0.0003137426305546
0x376e3bea50834f0b79f2b0f31a15dfd1789122d2,<nil>,40,2023-03-25,2024-06-17,10.04,0.0,0.0,0,0.0,0,0,0,0,0,0.0002711495334137
0x2f6cb6cae990f9929ca20b4cfb3d4a67c4bdc5fd,<nil>,40,2023-04-04,2024-06-16,9.29,0.0,0.0,0,0.0,1,0,0,0,0,0.0002699873294556
0x83c4f380052fb2c760fd91fd5713814e5f415dd6,<nil>,40,2023-04-03,2024-06-15,3.58,0.0,0.0,0,0.0,1,1,0,0,0,0.0002699873294556
0xb21a709c876d4b4be53a82582a0a06ae61c37e15,<nil>,40,2023-04-04,2024-06-17,5.02,0.0,0.0,0,0.0,1,0,0,0,0,0.0002699873294556
0x3455956aaa54bc5c386f2f046c25d2fa8c267a65,<nil>,40,2023-02-19,2024-08-23,19.13,0.0,0.0,0,0.0,0,1,0,0,0,0.0003095542586386
0x258d2224fb9a2b94762918fcd41cfdca86b7828e,<nil>,40,2023-03-26,2024-06-15,6.42,0.0,0.0,0,0.0,2,0,0,0,0,0.0002711495334137
0xf75be3127cf9f5c2aaa754e334cbcb5b5fc12e4f,<nil>,40,2023-02-12,2024-08-24,988.96,1138.9364671168205,1.2359594851460491e-05,0,0.0,6,11,0,1,0,0.0002612586211889
0x1fd4dc6ca1ab7549bb764d64186865a3a571b187,<nil>,40,2023-02-19,2024-08-24,19.08,0.0,0.0,0,0.0,0,1,0,0,0,0.0003397512049697
0xdd0f440dba94db57ed84e319d1eaa5fd2ec0185e,<nil>,40,2023-02-19,2024-08-24,16.6,0.0,0.0,0,0.0,1,2,0,0,0,0.0003483759051615
0x43930ff04d18a5b59805151c1eb403c55870641e,keyso.eth,40,2023-02-10,2024-08-24,451.21,548.4495540143315,5.951705367061581e-06,0,182.7746543,1,6,0,0,0,0.0003038367139712
0x8c63db3df115c4765162e87382f724f900c1c396,<nil>,40,2023-02-19,2024-08-24,16.29,0.0,0.0,0,0.0,0,0,0,0,0,0.0002965169929268
0xfaafb69994ec31fdee49ceaaff67c4987817c535,<nil>,40,2023-02-19,2024-08-24,16.69,0.0,0.0,0,0.0,0,0,0,0,0,0.0004929047297697
0xbee89bd324227d43fff72fe89d2bd9dcfe826f7b,ethrocks.eth,40,2023-03-25,2024-06-16,508.0,556.1930100042028,6.035736374539286e-06,0,0.0,0,6,0,0,0,0.0002833125499425
0xee7c36246ab9a135f2b739a496c49a64ec5de49d,<nil>,40,2023-04-03,2024-06-15,5.9,0.0,0.0,0,0.0,1,0,0,0,0,0.0002699873294556
0x9ea7693fd34ab3590f763c0342720930bcd20d8c,<nil>,40,2023-02-11,2024-08-24,145.2,169.7973245502474,1.84261914417018e-06,0,24.72962100000002,1,5,0,0,0,0.000290007606841
0x9db207c41cd4249adde60f215afa9249573e1b59,‌love.eth,40,2023-02-13,2024-08-27,2647.84,4.830624532522341,0.0,0,15.420571249999998,0,0,0,0,0,0.0002298335507069
0x8d57d9f85e3ea58daa0104cb44f8b82dd2914c25,<nil>,40,2023-02-19,2024-08-24,16.25,0.0,0.0,0,0.0,1,2,0,0,0,0.0003918729931599
0xac236ea8ed1c73a83b5a10d17988028fec528f59,neeer.eth,40,2023-03-24,2024-08-23,134.69,250.91854443000275,2.7229363879477293e-06,0,0.0,25,125,0,2,0,0.0002735035594425
0x8c580556fdb1f57853e49f409ae9b89f7658e7a2,web3magnetic.eth,40,2023-02-12,2024-08-26,65576.55,81011.07245355153,0.0008791219378047,16,0.0,9,21,0,0,0,0.0003255473291617
0x844f5d30787f213b81ce38a2975b2dac98c0617d,<nil>,40,2023-02-19,2024-08-24,21.28,0.0,0.0,0,0.0,2,1,0,0,0,0.0004037250528979
0x2788aeb1addf65e14c447125a88a8b83f6788b91,<nil>,40,2023-02-19,2024-08-24,16.36,0.0,0.0,0,0.0,1,1,0,0,0,0.0002981531168305
0x4cb98dc2c7e6ae4c331eedbe665c277b56f52d24,baidyanath.eth,40,2023-03-27,2024-08-22,318.96,599.8616553231872,6.50962300424838e-06,0,0.0,2,4,0,0,0,0.0002921422509743
0xd53d478aa79952a6e4da6f832849403d60bc7fad,<nil>,40,2023-04-02,2024-06-15,20.48,0.0,0.0,0,0.0,1,0,0,0,0,0.0002699873294556
0x054becf10c79afa4e60f75b187837be9fb83867d,coinruay.eth,40,2023-02-13,2024-08-24,22180.84,34104.70335027321,0.0003700999380638,1,6.362372039625001,11,154,0,4,0,0.000562408541709
0xb5fe4c2435008da5d0c44733e7bd355c9798d2c2,<nil>,40,2023-02-19,2024-08-24,21.75,0.0,0.0,0,0.0,0,1,0,0,0,0.0003602279648995
0x5e47cc4c2413c9825d6062ce9e61741d271a8fd8,1president.eth,40,2023-02-11,2024-08-24,110.27,129.3649434160384,1.4038520451030109e-06,0,62.329847999999984,0,1,0,0,0,0.000290007606841
0xc289e2eae644c25fcc551f68060fd726f5b31b39,<nil>,40,2023-03-25,2024-06-17,4.36,0.0,0.0,0,0.0,0,1,0,0,0,0.0002711495334137
0x8adc57af7c35112c8a9a6543163abfff4943e75f,<nil>,40,2023-03-27,2024-06-17,5.41,0.0,0.0,0,0.0,1,1,0,0,0,0.0002711495334137
0x24479498350881182402e0926b3afcd2f1147cab,<nil>,40,2023-02-19,2024-08-23,20.24,0.0,0.0,0,0.0,0,1,0,0,0,0.0003861923489244
0xdcdb53e8e1123baa64a0b7d3da13e360ca843797,permanentloss.eth,40,2023-03-24,2024-06-16,3078.12,3358.8135635331387,3.644942103921747e-05,0,228.4867916666666,3,14,10,0,0,0.0002833125499425
0x00b0bd86623f9e45c1296e6d8c796e3bcb1f99cf,<nil>,39,2023-02-19,2024-08-24,17.75,0.0,0.0,0,0.0,0,1,0,0,0,0.0003173180922222
0xef55a568f83af7c8502a4983e3cb47d7554c3556,<nil>,39,2023-02-19,2024-08-24,17.05,0.0,0.0,0,0.0,0,1,0,0,0,0.0003578577012788
0x3d274d8cf425fdf794c0bbfa69578c62b62e70c9,<nil>,39,2023-02-19,2024-08-24,20.78,0.0,0.0,0,0.0,2,1,0,0,0,0.0003460056415408
0x404b71fc62ee2752119491adc7e8720152f914eb,<nil>,39,2023-05-10,2024-06-17,4.89,0.0,0.0,0,0.0,0,1,0,0,0,0.0003063990722296
0x413a9c69df59288ef9a7ebe78a2033dd2f3e1af3,muzard.eth,39,2023-02-11,2024-08-23,1.97,1.3,0.0,0,0.0,50,152,0,3,0,0.0002516969780056
0x8ea0a0c4a197ea8b810633ee2baa9fc248d0aa55,<nil>,39,2023-05-09,2024-08-24,23.57,58.521,0.0,0,0.0,0,1,0,0,0,0.0003098737587824
0x5e4cc16ea16bf9bccfaf68713dd1020a34f19790,<nil>,39,2023-02-19,2024-08-24,15.6,0.0,0.0,0,0.0,0,1,0,0,0,0.0003303553579341
0xe3b83efddb47ff75c80b1ff1cbc224bef9811a1f,<nil>,39,2023-02-19,2024-08-24,15.91,0.0,0.0,0,0.0,0,0,0,0,0,0.0003912394204441
